Comment,Published At,Like Count,Reply Count,Video Title
He is taking a shower,2025-05-16T11:23:37Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
🙏🙏🙏,2025-05-16T11:10:08Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
"He is taking a bath❤<br>Love u bbc<br>Best wishes, <br>Egypt",2025-05-16T10:35:33Z,0,1,what_are_you_doing_easy_english_conversations_episode_6
Reply: Almost :) He&#39;s having a shower :),2025-05-16T11:13:48Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
Thank you.,2025-05-16T10:14:18Z,0,1,what_are_you_doing_easy_english_conversations_episode_6
Reply: You&#39;re welcome!,2025-05-16T10:32:17Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
&quot;He&#39;s showering &quot;<br>I mean  &quot;Tim is having a shower&quot;,2025-05-16T09:44:39Z,1,0,what_are_you_doing_easy_english_conversations_episode_6
He is taking shower,2025-05-16T04:39:42Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
I&#39;m learning English with you now.,2025-05-16T01:44:20Z,0,1,what_are_you_doing_easy_english_conversations_episode_6
Reply: @@lucasrodrigues880 Good answer,2025-05-18T15:12:10Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
Thsnk you 💖,2025-05-15T20:56:48Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
Its very helpful pls pls upload everyday <br>Thank u,2025-05-15T19:07:25Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
That&#39;s first time to watch BBC I&#39;m so happy for that 🎉❤,2025-05-15T18:15:21Z,0,1,what_are_you_doing_easy_english_conversations_episode_6
Reply: Welcome! What parts of English are you hoping to learn with us?,2025-05-16T07:42:48Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
I&#39;m learning English withh BBC learning English,2025-05-15T18:08:08Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
ITim&#39;s having a shower.,2025-05-15T18:06:59Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He is taking a shower.,2025-05-15T13:44:54Z,1,0,what_are_you_doing_easy_english_conversations_episode_6
He&#39;s taking a shower,2025-05-15T13:41:44Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He&#39;s washing. And I am learning English.,2025-05-15T12:38:01Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
"he,s taking a shower",2025-05-15T12:27:00Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
I&#39;m studying English right now on YouThbe. He is taking a shower.,2025-05-15T11:38:57Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
This is such a helpful breakdown! I recently started putting together short quizzes on similar topics and it’s amazing how much faster learners improve when they test themselves regularly.,2025-05-15T10:02:48Z,2,0,what_are_you_doing_easy_english_conversations_episode_6
Hi&#39;s taking a 🚿 shower,2025-05-15T09:37:28Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
What are you doing guys now?,2025-05-15T07:13:35Z,0,2,what_are_you_doing_easy_english_conversations_episode_6
Reply: We are working :) How about you?,2025-05-15T09:11:24Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
Reply: I work tracher Arbic ​@@bbclearningenglish,2025-05-15T11:23:06Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
I AM learning English,2025-05-15T06:54:28Z,1,0,what_are_you_doing_easy_english_conversations_episode_6
Thank you very t,2025-05-15T06:32:25Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
I&#39;m watching to you BBC Learnig English.<br>For the exercise: Tim is taking a shower.<br>Hi from Mexico.,2025-05-14T22:45:01Z,2,0,what_are_you_doing_easy_english_conversations_episode_6
"I am taking bath now ,because of being tired last night and did not.",2025-05-14T21:31:40Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He is taking a shower,2025-05-14T21:07:42Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
"He&#39;s taking a shower. <br>Thank you, guys!",2025-05-14T20:55:17Z,1,0,what_are_you_doing_easy_english_conversations_episode_6
Woow. What a beautiful conversation,2025-05-14T16:49:53Z,1,0,what_are_you_doing_easy_english_conversations_episode_6
Hi tick washing,2025-05-14T16:43:58Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
Tim is taking a shower!,2025-05-14T13:20:30Z,2,0,what_are_you_doing_easy_english_conversations_episode_6
cool  )),2025-05-14T13:07:01Z,2,0,what_are_you_doing_easy_english_conversations_episode_6
He is taking bath,2025-05-14T13:00:56Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He is taking a bath.,2025-05-14T12:42:38Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He&#39;s taking a shower.,2025-05-14T11:22:55Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He is taking shower,2025-05-14T10:39:38Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
I am listening to you on youtub,2025-05-14T10:38:25Z,1,0,what_are_you_doing_easy_english_conversations_episode_6
I am watching you on youtub❤❤,2025-05-14T10:35:18Z,2,0,what_are_you_doing_easy_english_conversations_episode_6
he&#39;s taking a shower,2025-05-14T09:38:01Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He&#39;s having a shower.,2025-05-14T09:26:01Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He&#39;s showering.,2025-05-14T08:51:27Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He is bathing,2025-05-14T07:51:50Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He is showering,2025-05-14T06:33:31Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He is bathing? 👀,2025-05-14T05:29:36Z,1,1,what_are_you_doing_easy_english_conversations_episode_6
"Reply: Good effort! Tim isn&#39;t in a bath, so we would say &#39;He is having a shower&#39;.",2025-05-14T09:26:10Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
I&#39;m studying English.,2025-05-14T04:37:13Z,1,0,what_are_you_doing_easy_english_conversations_episode_6
I am listening lesson,2025-05-14T04:15:34Z,2,1,what_are_you_doing_easy_english_conversations_episode_6
Reply: 👍 Thanks for the comment! 🤓 Quick tip - we would say &#39;I am 👀 watching this lesson&#39; because it&#39;s a video.,2025-05-14T09:25:09Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
👍👍👍,2025-05-14T03:40:35Z,2,0,what_are_you_doing_easy_english_conversations_episode_6
ممكن حد يساعدني عايز اعرف ترتيب الفيديوهات ابدا صح انا A1,2025-05-14T03:32:06Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He&#39;s taking shower,2025-05-14T01:57:02Z,0,1,what_are_you_doing_easy_english_conversations_episode_6
"Reply: Almost! We just need &#39;a&#39; in before &#39;shower&#39;, so it should be &#39;He&#39;s taking a shower&#39;.",2025-05-14T09:22:21Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
❤❤❤,2025-05-13T23:49:42Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
Tim is bathing,2025-05-13T22:44:41Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He&#39;s taking a shower,2025-05-13T22:24:20Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He&#39;s having a shower.,2025-05-13T20:25:16Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He is taking shower,2025-05-13T20:10:53Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
Thank you very much BBC learning English ❤❤❤,2025-05-13T19:54:49Z,1,0,what_are_you_doing_easy_english_conversations_episode_6
He is taking a shower,2025-05-13T19:45:52Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He is having shower.,2025-05-13T19:16:46Z,0,1,what_are_you_doing_easy_english_conversations_episode_6
"Reply: 😊 Almost! We just need &#39;a&#39; before shower, so we would say &#39;He is having a shower.&#39;",2025-05-14T09:19:28Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
"He is taking a shower! <a href=""UCkszU2WH9gy1mb0dV-11UJg/ssIfY7OFG5OykQOpn4CQCw""></a>",2025-05-13T18:52:18Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He is taking a shower,2025-05-13T18:19:03Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He&#39;s having a shower,2025-05-13T18:12:46Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
I am correcting my exam paper 😂😂😂😂,2025-05-13T18:08:36Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He is taking a shower.,2025-05-13T17:42:47Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
From Bangladesh 🎉❤😊,2025-05-13T16:51:30Z,2,0,what_are_you_doing_easy_english_conversations_episode_6
He is taking a shower,2025-05-13T15:59:19Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He&#39;s bathing,2025-05-13T15:56:00Z,0,1,what_are_you_doing_easy_english_conversations_episode_6
Reply: 😊 We would say &#39;He&#39;s having a shower&#39; as he&#39;s not in the bath tub.,2025-05-14T09:16:16Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He&#39;s taking a shower,2025-05-13T15:53:02Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He is showering? Also She&#39;s having lunch? Are these both correct?,2025-05-13T15:47:26Z,0,1,what_are_you_doing_easy_english_conversations_episode_6
"Reply: 👍 Yes, well done! 😊 You could also say &#39;He&#39;s having a shower&#39;.",2025-05-14T09:15:06Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
❤❤❤💕,2025-05-13T15:34:37Z,1,0,what_are_you_doing_easy_english_conversations_episode_6
He&#39;s taking a shower.,2025-05-13T15:24:01Z,1,0,what_are_you_doing_easy_english_conversations_episode_6
He is taking a shower,2025-05-13T14:33:23Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
So far atamt learing english 😢,2025-05-13T14:25:51Z,1,0,what_are_you_doing_easy_english_conversations_episode_6
He is taking a shower.,2025-05-13T14:24:12Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
Tim is taking his shower,2025-05-13T13:58:24Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He is taking bath,2025-05-13T13:57:19Z,0,1,what_are_you_doing_easy_english_conversations_episode_6
"Reply: &#39;a bath&#39; includes &#39;a bathtub&#39;, and people usually sit or lie down in it. But Tim is standing and he&#39;s actually having &#39;a shower&#39;. 🚿 😊",2025-05-13T14:39:46Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
Taking bath,2025-05-13T13:11:34Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
Doing IELTS for going abroad for study purpose,2025-05-13T13:07:39Z,2,0,what_are_you_doing_easy_english_conversations_episode_6
He&#39;s take a shower,2025-05-13T12:47:17Z,0,2,what_are_you_doing_easy_english_conversations_episode_6
"Reply: Yes! Just be careful of your tenses. You want to use present continuous in your sentence, so &#39;take&#39; should be &#39;taking&#39; 😁",2025-05-13T14:41:16Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
"Reply: Don&#39;t forget: to talk about activities happening now, we use the verb &#39;to be&#39; and the -ing form of the verb. So: He&#39;s taking a shower. What are you doing now?",2025-05-13T14:42:59Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He is taking a shower,2025-05-13T12:44:28Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He&#39;s taking a shower. 🚿,2025-05-13T12:15:23Z,1,0,what_are_you_doing_easy_english_conversations_episode_6
he&#39;s taking q shower now.,2025-05-13T12:04:19Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
I love all the teachersfrom BBC,2025-05-13T12:04:09Z,0,1,what_are_you_doing_easy_english_conversations_episode_6
Reply: We love you too!,2025-05-13T14:43:51Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
i&#39;m studying English.,2025-05-13T12:01:44Z,0,1,what_are_you_doing_easy_english_conversations_episode_6
Reply: Fantastic! 👏 👏 👏 That&#39;s what we like to hear. 😉,2025-05-13T14:42:00Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
Superb,2025-05-13T12:01:24Z,2,0,what_are_you_doing_easy_english_conversations_episode_6
He’s taking a shower.👍🚿,2025-05-13T11:31:41Z,1,3,what_are_you_doing_easy_english_conversations_episode_6
Reply: or he&#39;s bathing,2025-05-13T12:30:42Z,1,0,what_are_you_doing_easy_english_conversations_episode_6
Reply: That&#39;s right! What are you doing now?,2025-05-13T14:41:13Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
Reply: @@bbclearningenglish I’m lying in my bed and watching the BBC English learning channel 🌝,2025-05-14T07:03:26Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
For cocking ....is time 😊,2025-05-13T11:12:26Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He is talking a shower with his clothes on! 😮🛁,2025-05-13T11:10:15Z,0,2,what_are_you_doing_easy_english_conversations_episode_6
Reply: Yes... that is pretty strange. 🤣 🤣 🤣 Be careful of your spelling - &#39;taking&#39; 👍,2025-05-13T14:42:59Z,1,0,what_are_you_doing_easy_english_conversations_episode_6
Reply: @ Oops! taking!🤦🏻‍♀️ thank you😳,2025-05-13T15:43:12Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
Tim is raining of course,2025-05-13T11:00:19Z,1,0,what_are_you_doing_easy_english_conversations_episode_6
He is having a shower,2025-05-13T10:45:43Z,1,1,what_are_you_doing_easy_english_conversations_episode_6
Reply: That&#39;s right! What are you doing now?,2025-05-13T14:41:28Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
Very useful,2025-05-13T10:40:01Z,2,0,what_are_you_doing_easy_english_conversations_episode_6
He is bathing.,2025-05-13T10:39:00Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He is bathing,2025-05-13T10:38:26Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
Tommy is taking a shower,2025-05-13T10:33:34Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He&#39;s taking a shower,2025-05-13T10:32:49Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He&#39;s taking a shower,2025-05-13T10:22:52Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
"Today with this video, I learned new things ,Thank you very much",2025-05-13T10:15:17Z,3,1,what_are_you_doing_easy_english_conversations_episode_6
"Reply: Wonderful! Have you watched the previous video on directions? 👉 <a href=""https://www.youtube.com/watch?v=SHXPpsIJTb0"">https://youtu.be/SHXPpsIJTb0</a>",2025-05-13T14:44:07Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
"Tim is not taking a bath, cause No one takes a bath wearing a shirt.😀😀😀",2025-05-13T10:05:03Z,0,1,what_are_you_doing_easy_english_conversations_episode_6
Reply: 😃,2025-05-13T14:43:37Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He is taking a shower ❤😂,2025-05-13T09:50:54Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
"It&#39;s raining.I am sitting in my room and am trying to make some flashcards to learn a bit vocabulary .hopefully, procrastination won&#39;t kick in and I will put enough effort.",2025-05-13T09:45:04Z,2,0,what_are_you_doing_easy_english_conversations_episode_6
He&#39;s taking a bath,2025-05-13T09:36:01Z,1,0,what_are_you_doing_easy_english_conversations_episode_6
He is taking a shower,2025-05-13T09:23:47Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
"What are you 🫵 doing right now? 😁 Tell us in the comments.<br>You can find a worksheet on this episode here. 👉 <a href=""http://tinyurl.com/ps3hplv"">http://tinyurl.com/ps3hplv</a>",2025-05-13T09:22:27Z,12,4,what_are_you_doing_easy_english_conversations_episode_6
Reply: Iam watching BBC learning English ❤❤❤,2025-05-13T19:57:16Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
Reply: Im cooking,2025-05-15T10:36:54Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
Reply: @@bbclearningenglish <br>Inan idin fahaaman rajaynayaa🙏🌿,2025-05-17T09:56:15Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
Reply: I am enjoyinh your podcast.❤,2025-05-18T16:21:42Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He&#39;s taking a shower,2025-05-13T09:17:58Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
"MORE EASY ENGLISH CONVERSATIONS:<br>Episode 1: Hello, what&#39;s your name? 👉 <a href=""https://www.youtube.com/watch?v=I_tRSrPru94"">https://youtu.be/I_tRSrPru94</a><br>Episode 2: Where are you from? 👉 <a href=""https://www.youtube.com/watch?v=31y2Bq1RYQA"">https://youtu.be/31y2Bq1RYQA</a><br>Episode 3: What is in your town? 👉 <a href=""https://www.youtube.com/watch?v=on_1sS6Ii8M"">https://youtu.be/on_1sS6Ii8M</a><br>Episode 4: What do you do every day? 👉 <a href=""https://www.youtube.com/watch?v=bq6GBbh3uhU"">https://youtu.be/bq6GBbh3uhU</a><br>Episode 5: Where is the train station? 👉 <a href=""https://www.youtube.com/watch?v=SHXPpsIJTb0"">https://youtu.be/SHXPpsIJTb0</a><br>Episode 6: What are you doing? 👉 <a href=""https://www.youtube.com/watch?v=aiUGN3TDvw4"">https://youtu.be/aiUGN3TDvw4</a>",2025-05-13T09:17:13Z,7,0,what_are_you_doing_easy_english_conversations_episode_6
❤,2025-05-13T09:16:52Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He&#39;s taking a shower,2025-05-13T09:15:49Z,1,0,what_are_you_doing_easy_english_conversations_episode_6
He&#39;s bathing,2025-05-13T09:15:45Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He is taking bath.,2025-05-13T09:04:48Z,0,3,what_are_you_doing_easy_english_conversations_episode_6
Reply: Close! He&#39;s actually having a shower! 🚿,2025-05-13T09:25:09Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
Reply: ​@@bbclearningenglishwhat&#39;s the difference between them,2025-05-13T10:00:33Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
"Reply: In a bath, you sit or lie down in a bathtub filled with water. In a shower, you stand up while water falls on you from above. The water keeps running in a shower, but in a bath, you fill the bathtub and then turn the water off. 😊",2025-05-13T14:46:15Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He&#39;s bathing,2025-05-13T09:04:19Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
He is taking a shower,2025-05-13T09:03:43Z,14,1,what_are_you_doing_easy_english_conversations_episode_6
Reply: Coyg man,2025-05-13T11:38:54Z,1,0,what_are_you_doing_easy_english_conversations_episode_6
We all love you BBC❤❤,2025-05-13T09:02:06Z,10,2,what_are_you_doing_easy_english_conversations_episode_6
Reply: We love our students too! 💕,2025-05-13T09:25:30Z,5,0,what_are_you_doing_easy_english_conversations_episode_6
Reply: Me to i love them a lot❤❤❤ thanks a million for your efforts and help to improve our English i appreciate that a lot❤❤​@@bbclearningenglish,2025-05-13T09:53:13Z,0,0,what_are_you_doing_easy_english_conversations_episode_6
Can you 🫵 use &#39;break down&#39; in an example sentence???  Prove it! 😉Show us in the comments. 😊,2025-05-12T09:54:44Z,9,1,3_meanings_of_break_down_shorts_englishlearning
Reply: my phone is breaking down,2025-05-14T14:52:53Z,0,0,3_meanings_of_break_down_shorts_englishlearning
You breaking down the meaning of a tricky  phrasal  verb made me so glad that I broke down,2025-05-18T21:36:00Z,0,0,3_meanings_of_break_down_shorts_englishlearning
She would break down after hearing news,2025-05-17T13:15:28Z,0,0,3_meanings_of_break_down_shorts_englishlearning
"I really break down when i have experienced with terrible stuff. But i`m trying to get used to it. As a result, i couldn&#39;t break down easily. I can break it down how i deal with that situation. Please,don&#39;t break down the stuff around you when you feel down.",2025-05-17T06:35:16Z,0,0,3_meanings_of_break_down_shorts_englishlearning
"When I was driving my car, It broke down suddenly",2025-05-17T01:53:41Z,0,0,3_meanings_of_break_down_shorts_englishlearning
I told my friend that he didn&#39;t need to break down as his new laptop broke down but he  asked me if I could break down my words as his laptop was working properly.,2025-05-16T09:52:20Z,0,0,3_meanings_of_break_down_shorts_englishlearning
"i broke down on london tube when i lost my wallet during my uk trip. it was a nightmare but a kind gentleman asked me what&#39;s going on and comforted me. then i went to the lost&amp;found at train station. i asked people working there how to get my wallet back and they broke it down for me into a few steps. a few years have passed, i haven&#39;t gotten my wallet back yet.",2025-05-16T09:50:32Z,0,0,3_meanings_of_break_down_shorts_englishlearning
I really break down when i can&#39;t pass the exam,2025-05-16T04:00:22Z,0,0,3_meanings_of_break_down_shorts_englishlearning
It’s time to break down my fear to speak english🍂,2025-05-15T14:37:01Z,0,0,3_meanings_of_break_down_shorts_englishlearning
Perfect explanation 😍👏,2025-05-15T13:16:18Z,0,0,3_meanings_of_break_down_shorts_englishlearning
Yesterday My phone broke down.,2025-05-15T11:45:34Z,0,0,3_meanings_of_break_down_shorts_englishlearning
Finally I’ve found a good YouTube channel to learn English!,2025-05-15T10:03:51Z,0,0,3_meanings_of_break_down_shorts_englishlearning
I am broken down because one of my lovely cats passed away last Sunday. My heart and my house are empty without her 😢,2025-05-14T14:36:01Z,1,2,3_meanings_of_break_down_shorts_englishlearning
Reply: We&#39;re sorry to hear that!,2025-05-14T16:47:58Z,0,0,3_meanings_of_break_down_shorts_englishlearning
Reply: @@bbclearningenglish Thank you very much!,2025-05-14T17:55:55Z,0,0,3_meanings_of_break_down_shorts_englishlearning
"I am still breaking down after Barca-Inter game, 😢. And this morning my motor broke down, I was late to work. Fortunately, the mechanic  broke it down to me to fix it.",2025-05-14T12:47:32Z,0,0,3_meanings_of_break_down_shorts_englishlearning
I really break down when i fall in the bathroom😂,2025-05-14T10:23:45Z,0,0,3_meanings_of_break_down_shorts_englishlearning
I can&#39;t stop breaking down over my mom&#39;s passing away. It is like breaking down my life machine. No  one can breakit down for me.,2025-05-13T19:21:39Z,0,0,3_meanings_of_break_down_shorts_englishlearning
Loved It!,2025-05-13T18:36:13Z,0,0,3_meanings_of_break_down_shorts_englishlearning
My mixer break down last week,2025-05-13T10:07:40Z,1,0,3_meanings_of_break_down_shorts_englishlearning
"I haven&#39;t to breakdown over my past mistakes and keep looking forward,<br> my car started breaking down and it driving me insane, <br>the easy way to solve any big problem is to break it down",2025-05-13T09:04:07Z,1,0,3_meanings_of_break_down_shorts_englishlearning
My car broke down on my way to work this morning.,2025-05-13T01:34:21Z,1,0,3_meanings_of_break_down_shorts_englishlearning
I always break down when Brasil  does not win the soccer world cup .,2025-05-13T01:02:37Z,1,1,3_meanings_of_break_down_shorts_englishlearning
Reply: Hahaha - you are a dedicated fan! 🤣 Nice example sentence. 👏 👏 👏,2025-05-13T14:52:04Z,1,0,3_meanings_of_break_down_shorts_englishlearning
My car broke down yesterday when I was on my way to work.,2025-05-12T22:15:26Z,1,0,3_meanings_of_break_down_shorts_englishlearning
"My car broke down  last month and now  I,m breaking down because of the mechanic&#39;s bill",2025-05-12T18:45:41Z,1,1,3_meanings_of_break_down_shorts_englishlearning
"Reply: Oh no!!! On the bright side, you&#39;ve used &#39;break down&#39; correctly twice! 👏 👏 👏",2025-05-13T14:52:54Z,0,0,3_meanings_of_break_down_shorts_englishlearning
I am afraid that my younger brother will have a nervous break down if he keeps all his feelings to himself.,2025-05-12T18:39:25Z,1,2,3_meanings_of_break_down_shorts_englishlearning
"Reply: That&#39;s a good sentence, however you&#39;ve used &#39;breakdown&#39; in its noun form. 🙂 To use it as a phrasal verb, you could reword your sentence like this: &#39;I&#39;m afraid my brother will break down if he keeps all his feelings to himself.&#39; 😊",2025-05-13T14:54:59Z,1,0,3_meanings_of_break_down_shorts_englishlearning
Reply: @ Your reply is much appreciated.,2025-05-13T16:23:21Z,0,0,3_meanings_of_break_down_shorts_englishlearning
"I have a nervous break down seeing who rules the world. Of course not the whole world, but an important part of it. Many thanks for the lesson and the sense of humour in the way you explain the meaning of this phrasal verb.",2025-05-12T18:05:08Z,1,0,3_meanings_of_break_down_shorts_englishlearning
Oh no! My washing machine is breaking down 😢,2025-05-12T17:43:54Z,1,0,3_meanings_of_break_down_shorts_englishlearning
Thank you very much.,2025-05-12T14:51:09Z,1,0,3_meanings_of_break_down_shorts_englishlearning
"My brother asked me how to play PlayStation  , I broke it down into 5 steps, but while I was teaching him the electric cut off and I broke down 😃",2025-05-12T14:15:04Z,1,0,3_meanings_of_break_down_shorts_englishlearning
"Yesterday I made a mistake in front of my boss at the  work , my emotions broke down 💔",2025-05-12T14:11:55Z,2,0,3_meanings_of_break_down_shorts_englishlearning
We use it in the Covid-19 I think,2025-05-12T14:01:38Z,1,0,3_meanings_of_break_down_shorts_englishlearning
Let me break down how to make carrot cake.,2025-05-12T13:41:46Z,1,1,3_meanings_of_break_down_shorts_englishlearning
Reply: Please do! 😁 🥕 🍰,2025-05-12T14:54:50Z,1,0,3_meanings_of_break_down_shorts_englishlearning
"While preparing for the IELTS exam, I broke down so many times.",2025-05-12T13:41:37Z,1,0,3_meanings_of_break_down_shorts_englishlearning
"1. Yesterday one of my students broke down over the grade he got for the test.<br>2. My printer broke down, so I had to go to a copy shop to print some documents. <br>3. - I didn’t quite grasp my friend’s idea so I asked him to break it down.",2025-05-12T13:35:26Z,1,0,3_meanings_of_break_down_shorts_englishlearning
Uh-oh! Andrew threw it! Definitely broke down for good.😅 <br>🗣️This happened on a cold winter night last year. My heater suddenly stopped working. It broke down! And as you can probably guess…I broke down too. 😨😰🥶😂,2025-05-12T13:33:28Z,1,0,3_meanings_of_break_down_shorts_englishlearning
He broke down into tears when his car broke down on the road,2025-05-12T13:16:50Z,1,2,3_meanings_of_break_down_shorts_englishlearning
Reply: Well done for using &#39;break down&#39; TWO times! 👏 👏 👏 Quick tip - &#39;he broke down IN tears&#39; 😊,2025-05-12T14:54:20Z,3,0,3_meanings_of_break_down_shorts_englishlearning
Reply: @bbclearningenglish  Thank you,2025-05-12T16:24:34Z,0,0,3_meanings_of_break_down_shorts_englishlearning
Could you break me down how to assemble this bookcase ? I haven’t idea.,2025-05-12T12:50:43Z,1,0,3_meanings_of_break_down_shorts_englishlearning
I nearly broke down when my aquarium filled up with algae,2025-05-12T12:41:19Z,1,1,3_meanings_of_break_down_shorts_englishlearning
Reply: Oh gosh! That does sound stressful. But that&#39;s a good use of &#39;break down&#39;! Well done. 👏 👏 👏,2025-05-12T14:53:03Z,0,0,3_meanings_of_break_down_shorts_englishlearning
What about when you break down boxes?,2025-05-12T12:19:21Z,1,1,3_meanings_of_break_down_shorts_englishlearning
Reply: That means &#39;to flatten or destroy boxes to reduce their size and make them easier to transport or recycle&#39;. 😊,2025-05-12T14:51:01Z,0,0,3_meanings_of_break_down_shorts_englishlearning
I&#39;m breaking down because I can&#39;t take proper IELTS preparation!😢,2025-05-12T12:08:28Z,0,0,3_meanings_of_break_down_shorts_englishlearning
"When my smartphone broke down, I broke down in tears.😭 Then, my tech-savvy friend broke down the cause of it and fixed it, thankfully.😄",2025-05-12T11:26:36Z,1,0,3_meanings_of_break_down_shorts_englishlearning
Lovely content! So useful❤❤❤🎉,2025-05-12T11:24:39Z,1,0,3_meanings_of_break_down_shorts_englishlearning
"While I&#39;m heading to Vijayawada my car gives me a break  down <br>2,  i can never solve the python question so then break down the question and solve the problem .",2025-05-12T11:23:21Z,1,0,3_meanings_of_break_down_shorts_englishlearning
"A relationship or discussion breaks down: Negotiations with the trade unions broke down.<br>Use force to open something: they lost the front door key and had to break down the door.<br>Break down - decompose <br>Tree leaves break down through a natural process.<br>A telephone conversation breaks down - it&#39;s disrupted due to poor connection.<br>School break down - end of term <br>The school breaks down at the end of the term, allowing students and teachers to enjoy a summer holiday&quot;.",2025-05-12T11:20:12Z,2,0,3_meanings_of_break_down_shorts_englishlearning
"I really break down when my favourite piano breaks down suddenly when playing my favourite songs. When I called the expert to fix it, he explained to me the issue by breaking it down and then fixed the problem.",2025-05-12T11:10:19Z,7,0,3_meanings_of_break_down_shorts_englishlearning
The firefighters had to break down the door to rescue the family trapped inside.,2025-05-12T11:05:08Z,1,0,3_meanings_of_break_down_shorts_englishlearning
My car is break down after use 24 Hour non stop,2025-05-12T11:03:19Z,1,0,3_meanings_of_break_down_shorts_englishlearning
